text,label
"When I bought these, I thought they'd fast charge a Samsung Galaxy Note 2, but they don't.  They will slow charge.  I have tried multiple cables, including the original Samsung cable which allows for a fast charge, but found this didn't help.  Somewhere I read that they have to be specially configured to fast charge a Samsung device or otherwise they'll charge slowly despite which port of the charger you use.",Neutral
"This charges my iPad 3 and my iPhone 4s without a hitch.  I don't know why others are having issues.  But it works so well, I got a second one to keep in my folks' van too for when I ride with them.  No complaints.  I tried both ports and the iPad shows the charging indicator in both.",Neutral
"Bought this to use in our brand new 2014 Nissan Altima.  From the first time we plugged it in, it only worked if we jiggled it just right. Definitely not a 2.0 amp charger either.  Will spend the extra dough to get one directly from the T-Mobile retailer. Not worth the return shipping cost for a refund.  Only buy this if you feel like donating some money to a foreign company in Asia, just for fun.",Neutral
"the smell, the smell, oh my god, the smell!!!!!! ok i had read the other reviews and i thought, &34;how bad could it be&34;.... can you say brainbusting headache bad!!!!, i had to leave it in front of an air purifier for DAYS!!! and it still had the aroma of a toxic waste dump... but in all seriousness the smell went away after about 7 to 10 days, &34;or i just got used to it, lol,&34; and it has made one of the best  ipad mini cases i have ever used... and i have used about 100..",Neutral
"Want to basically eliminate your issues with holding this device in a secure way while maintaining the total coolness of it?This may be just what you were looking for. Seems to be actual leather unlike many similar cases that claim to be leather and are actually plastic. So if you wear skinny jeans and tend to keep the phone shoved in a pocket, this is not for you. But if you carry it elsewhere and are not concerned with combining your phone with some essential bits of your wallet, this is really really nice. If you tend to travel in a car and wind up carrying both the phone and your wallet into places to eat. This allows you to get three basic things out of the wallet and eliminate the need to carry two into the restaurant.It makes holding onto the phone less complicated by a factor of a googol. Particularly in landscape.The material (seems to be leather) is impregnated with a serious amount of oil so when you close the lid, it leaves a mark on the face of the phone. The simple solution to this is to get a paper index card, fold it at the red line on the top and shove the little folded bit in to the slot behind the cards. Not only do you then have the &34;old way&34; to fall back on if you need to actually write anything down )or have someone write something down for you(, but you add a perfect layer of weightless scratch proof protection to your ever so fragile Nexus 4 screen.For less than what you might pay for the 'official' bumper....no brainer.",Neutral
This Classic Book iPhone case is flimsy and the cover will not remain closed. Not good protection for an iPhone.,Neutral
"Let's start off with the fact that this is a well made case and fit my Nexus 4 flawlessly. The workmanship was good and after an initial breakin period that lessened the oil seepage and the smell I was very pleased with the feel. I used this for about two months before switching and had almost no wear or other issues. I tend to carry very small wallets and had hoped to use this product to combine the wallet and the phone into one convenient package.But still, it just didn't work out. It was awkward to hold while making phone calls because of the large ""spine"" on the case and I'm old school in that I actually talk on the phone. And the ""wallet"" portion wasn't quite up to snuff. By the time I put my driver's license in there (an exceptionally tight fit on the windowed part of the case and I was almost not able to remove it later) and a couple of credit cards it was actually too thick to keep in any pocket comfortably. The ""covers"" of the case are very thick while they protect the phone and contents, two of them are too much when combined with the thickness of my thin Nexus 4 and a couple of credit cards. I tried keeping it in a hammer pocket in my carpenter's jeans and in some cargo pants, but it was too high to fit well into those pockets.I really like the concept of this thing, but it just didn't do what I hoped it would.",Neutral
"I've previously owned a multitude of headsets, but let me tell you I was missing out until I bought a Jabra.I always thought the ""in the ear"" bud and bulky-looking design would be uncomfortable, but it was not.  Frankly it is the the most comfortable headset I have ever worn, and I've worn dozens.  I truly forget it is on my head.As for sound quality, everything I hear is clear, with ample volume available.  People I speak to report equally clear sound without much, if any background noise.Battery life is great and range is sufficient for me to put my smartphone on the cradle and walk around the house or the office without any signal loss or crackling.Something else I liked was the belt clip.  So many headsets overlook the fact that you have nowhere to put your earpiece when you're not using it.  The belt clip is small, just big enough to actually hold the headset, and tucks in right behind the clip for my phone.If you're not a clip-loving person, the whole headset has an almost flat profile so it fits nicely in a pocket.  Other headsets, especially those with flip-out mics feel awfully bulbous in a pocket.One last little ""Gee Whiz"" feature- the vibro-alert.  Since I want my phone on the charge/sync cradle whenever possible, this feature really excites me.  Instead of being required to actually wear the headset at all times to avoid missing a call when the phone is in the other room, this headset has a vibrate feature to notify me of an incoming call.  I call this a ""gee whiz"" feature because I never knew I needed it until I had it!In summary, there are an awful lot of headsets out there.  All of the designs and features can be confusing, but you can rest assured knowing that this headset has everything you need (and some things you may not!) and does so at a very reasonable price.",Neutral
"Perhaps I just got a bad one, but this thing won't consistently work 4 feet away from the phone, let alone the 30 they claim. It's a nice design, and if it worked I'd be very happy with it.UPDATE: I just got a new BT250v after Amazon was kind enough to exchange my unit sight unseen (they even shipped out the new unit before I'd shipped back the bad one). Unfortunately, while the new unit works somewhat better, it still doesn't work as well as it should. For example, there is noticeable popping (interference) if i put my phone in my pocket, even on the same side as the headset. I've tried many combinations of phone and headset, and the only time I have problem is with this headset, so I'm quite sure it's not an issue with my phone, or with bluetooth in general. (In fact, I've had far better luck with other Jabra BT products.) So, the design is beautiful and the product is great when it works, but I've found that it fails when I really need it.FINAL UPDATE: I chucked it. Don't believe the breathless reviews about this. If you use this in everyday life--i.e. with the phone more than a few feet from your head--people on the other end will hear static. I got so sick of people asking me ""what's that clicking sound?"" that I threw the stupid thing away. I'm amazed people love this so much. They must be so floored by the idea of wireless technology they haven't actually tried using it for a real conversation, or they haven't actually tried to call another person. With two bad experiences with this company, that was the last Jabra product I'll ever buy.",Neutral
"1st month, very good. 2nd month, dropping calls and no one can seem to hear me.  It was like I was not on a wireless bluetooth.  It was bad having to always disconnect this because everyone on the other line could not hear or understand me.  I replaced this after 2 months with the Samsung WEP and have had no problems.  Not worth it.",Neutral
"I bought this headset at the same time as my Verizon Palm Treo 650.  Pairing was a snap, and it supported the hands free profile.  The call quality was great on both ends (however wind or car A/C caused people on the other end to have lower quality).  I only charged it twice - day one and one week later.  I used it for about a total of one to two hours a day on my commute.There was just one drawback, and it was a deal-breaker for me.  I wear glasses, and the bulk of the headset behind the ear made it very uncomfortable.  I returned the headset today after I had to end my call on the way home after 20 minutes.  If you don't wear glasses, this is an ideal bluetooth headset for the Treo 650.",Neutral
"BT250 and this newer BT250v are pure junk.  The sound quality on these two units are horrid, there are no other ways to describe it.  My friends and coworkers can identify these units remotely and asked that I do not speak to them using the BT250 or BT250v.  The microphone is sooooo sensitive and un-tuned, it is particularly unusable in cars or while walking.  The road noise or wind noise will over saturate your voice.  Even under ideal quiet surrounding, normal speech will come out muddy and weak.  The battery life also shortens significantly during the  1 year warranty with moderate use.  The button on this unit doesn't help with usability.  With the earhook design, one would push the button in the direction perpendicular into the ear to activate the button, a task easily done with one finger and no pain.  However, this unit uses the behind the ear design, where you would have to use two fingers with a motion to pinch your earlobe to activate the button, it's truly an unpleasant experience.  In addition, the vibrate alert feature is just stupid and useless.  In most cases, one would be wearing this unit, so the audible ringing can be heard--why would you need it to vibrate???I truly advise against buying this unit.",Neutral
"I did my research years ago when I purchased this off Amazon. It's been the best headset for all these years. It followed me through 2.5mm cell phones to 3.5mm cell phones with an adapter. Sadly, the other parties can no longer hear me with it. I even tried a new 2.5 to 3.5mm adapter with no luck. I'm looking for a new headset and there's NOTHING like this one. Shure had it right and I wish they still made it. Not everyone likes bluetooth where it's hard to hear and be heard. I can't believe there's nothing like this on the market anymore. Jabra all has bad reviews and I tried a Plantronics one and returned it. I'm mourning the loss of this headset and wish it'd magically work again.",Neutral
"I returned this product because it was clearly a used headset.  There were scratches on the front, and a small dent.  Frankly I do not want to insert a used product into my ear.  I went to Wal-mart and bought the very same product for less money.",Neutral
"This is the only bluetooth headset I've tried. Using with a motorola e815 with verizon.Calling is good with the voice-dialing with the e815. Good range for the signal. Some areas you have an increased static interference, but it's pretty minimal. Occational pop-sounds, not crackling or static for the most part. I guess you could say not a lot of bass and volume can't be made ""loud"" but is certainly loud enough for regular calls. Traffic/other loud background noise will wash out calls...but that's no different than wired headsets (or natice cell useage either).I have about 50-50 usage of the headset wearing it and leaving it closed in the pocket. I charge it every night, never had a low-battery problem in a day. Talk 2-4hrs a day on average. If in the pocket I can get it out, unflipped and talking on the phone before the call cancels (it's close though). Thought the flip close was wierd at first, but probably the best interface, wouldn't want to have to mess with a button to wakeup/connect. Connect time to cell is about 1-2 seconds after opening.Comfort is the worst thing about this headset. Leaving it on for 1-2hrs your ear will be SORE. Half of the headset is very stiff plastic with heavy wire inside, other half is flimsy plastic (looks like it would be soft on the ear but doesn't seem that way). Doesn't seem to sit nicely in the ear and you can't adjust  up/down/back/forward. I can see why that is, because the ear part is spring-loaded to keep headset tight against the ear but it's not good.Worth the money, hope a newer version improves the comfort level.",Neutral
"As a long-time Motorola bluetooth headset user, I can tell you from painful experience that there are fundamental flaws in the HS850.  In fact, I went through FOUR HS850 headsets (under warranty) before Motorola decided to upgrade me to the H700 (despite the lower model number, the H700 is a newer model).The HS850 and H700 have the same characteristics:- Over-the-ear swing arm earpiece that can be used on left or right ear- Flip-open boom microphone that turns the headset on/off- Easy volume controls- Toggle switch to connect/disconnect calls (or put them on hold/mute)- Easy pairing- Good published battery life- Standard Motorola power connectorsWhat's the difference?  Well, ""good published"" battery life is the distinction.  All four of the HS850 headsets worked for a few weeks or months, but then would not hold a charge.  Battery life went down to MINUTES.Dealing with Motorola support was a nightmare.  Apparently, their support center for these products was in Argentina, and they could only do what was in their script to help me.  After the fourth failure, I insisted on getting a support contact at their corporate HQ in Illinois.  That support contact was a dream.  After reviewing my case, he gave me the H700 as a replacement.  I had that headset for 1.5 years, and it had kept its battery life and functionality.  Of course, I lost it and had to buy a replacement...and given all the choices, I got another H700.Do NOT fall for the lower price of the HS850.  I've seen prices as low as $15 for this model.  I think you'll be frustrated and disappointed in the end.",Neutral
"As an early adopter of mobile technology, I am always seeking new wireless gadgets to improve my productivity.  So, after a friend reported having good success with the HS850, I acquired one on eBay.  Unfortunately, the sound quality is below expectations and I continue to use my wired headset.My cell phone goes with me everywhere, especially when I drive.  Hence, I have been using wired headset for the past ten years.  The tangling of the headset wire with itself and my mp3 headphones gets rather annoying.  So, I was looking forward to time when the reviews of Bluetooth headsets became positive in the press.When I purchased this model, the information I saw was rather positive, especially about the form factor.  The model is both light and easy to operate.  It intelligently turns on when flipping open the boom.  However, the ring which goes around your ear is just is barely strong enough to keep the headset on.  While it hasn't fallen off, it constantly feels like it might whenever my head is moving.My big complaint with the HS850 is the sound quality. Not only is there a slight hiss, but there is also a slightly noticeable electronic digitization.  I would think by 2006 this problem would be corrected.  It sounds very much like the first generation of digital cell phones.  Because of this, I would recommend considering other models.ProsSmallLightweightConsMediocre sound qualityDoesn't hold tightly enough.",Neutral
Sucks.... I want even keep this one. First it use a non usb charger and its too big and bulk this needs to put in the trashed and buried on another planet.,Neutral
"I bought this headset to replace my HS820.  I previously used both the Motorola HS850 and the HS820 and had the same two problems with each.- Insecure attachment to my ear.- Insuffcient volumeWhenever I moved, the motorola headsets wiggled and made me feel as if they were about to fall off. They never did but it was still annoying.The volume problem was in part related to this. The contact with my ear wasn't very firm and the ambient noise that the headsets let in coupled with a relatively low volume meant that I had to press the headset to my ear to hear clearly.I gave it 2 stars rather than one because of the GREAT battery life.I finally bought a Plantronics 510 and have been very satisfied.",Neutral
"I bought this earpiece a month ago to go with my brand new Nextel i870.  It worked sorta ok but was a bit finiky when used with my phone in my belt holder.  I didnt wear it all the time, just when I was commuting to and from work.  I kept it in my pocket so it would be on standby, in contact with my phone.  Most times, it would connect quickly and function well.  Ocassionally, it would seem to connect, but when I attempted an outgoing call, it would disconnect.I also had trouble hearing the unit while driving.  As I am approaching my mid 50's, my hearing is not as acute as in past years, and the internal noise from the pickup truck (windows up, and AC running) makes hearing the other party on the earpiece difficult.My main problem with this unit is the recharge plug.  I have 3 Nextel/Motorola phones that use this type of plug and have not had any trouble with it.  The plug end has a release button to depress when unplugging.  The catch on my HS850 charger plug was more difficult to release and required much more pressure to release than my other 2 Motorola charger plugs of the same type.  This contributed to undue stress on the socket and eventually the socket pulled loose.  I probably charged it 6-7 times over the month I had it.I intend to replace my HS850 with some other type that has an earpiece that fits in my ear, providing some sound isolation from environmental noises, rather than the lay on this ear type.Be careful unplugging this unit from its charging plug.",Neutral
"I like the look of this headset, and I really like the fact that flipping the boom turns it on and off instantly.However, the Motorola HS850 performs much worse than my much older Logitech Mobile Traveller Bluetooth Headset.  Everyone I call indicates that I sound muffled, and callers typically ask me to discontinue the use of the headset.  Also, the earpiece speaker is not that loud, so it is rather hard for me to hear callers when there is background noise (e.g., in the car).I just purchased this a couple of weeks ago.  I am giving it to a friend and ordering a different one (Plantronics Voyager 510?).",Neutral
"IMHO this is slightly better than the Moto H700.  It's larger, and a bit heavier.  The boom is larger.  But if that's not an issue, then both are equal IMHO.  Both have the cheek problem!Now for the problem where people cannot hear you, or you sound muffled or away from the phone.  Wearing your bluetooth, look in the mirror and see how the boom touches your cheek or if you have a beard it'll touch that.  Note there is a very small hole on the inside of the boom that gets the sound.  Now anything that touches that will impede your voice....it's like putting a towel over a regular phone and talking to someone. Not you do not need puffy cheeks for this problem to happen.  Unless you have a very narrow face, chances are this will happen to you and you'll blame it on the bluetooth!TO fix this, get either Neoprene tubing or that sticky foam on one end (mole skin) and cut a small piece and put on the hinge near the boom then a smaller piece (if needed) on top of the other.  This will make a space between your cheek and the boom so people can hear you! With this fix, you will still be able to close your boom.",Neutral
"The sound is horrible... people say I sound like I am in a muffled tunnel. And I bought two, to have in case the BT ran down.... poor me..... And my Plantronics 620 works like cr*p too. No noise cancellation worth a d*mn... forget about using it when driving a car.... I am trying to find a new one...",Neutral
"Ordered from OEM and it arrived quickly, within a couple of days.  I would recommend this company to others and would use it again myself.I have found all ear pieces to be somewhat uncomfortable for prolonged use.  This USB earpiece works better than the blue tooth that I had --- the reception is clear and very loud (much better than the cell phone itself of the previous blue tooth) on the other end, the people that I've called said it was loud and clear.",Neutral
"I bought this to protect from scratches, from accidental dropping and to make my pocket not heavy.. This cover has proved satisfactory in all respects: I dropped the phone a few times already and thing happened. After using the phone for 9 months, it still shines line new - not a single scratch. It is very easy to put on and off. There are 2 minor issues with this:a) You need to take extra care when you plug on the charger, to make sure the phone charges - the leather cover comes in the way of the charger - after a few accidental ""battery dying out"", I learned to connect it properly to get a full charge.b) The elastic band/top cover comes in the way of the camera - so for taking pictures, I remove the top sleeve.c) Inspite of all the positive feedback, I still feel it makes the phone bulky, but the belt clip is very tough, and I don't mind the extra bulk to act like a cowboy.",Neutral
It protects your phoneIt doesn't really make your phone thickThe multi-adapter system really works (although I usually leave it off)The cover is a snap (literally) to install/remove and is of high qualityThe Motorola Cover is pretty bad (see the reviews),Neutral
"This was my first clamshell phone, and I like that aspect of the phone, but that's about it.  It seems to have worse reception than my previous phones (all Nokia bar type) in the same coverage areas.  The biggest issue is definitely the battery.  I am NOT a heavy cell phone user so I like to just leave the phone in my car or gym bag and not worry about it for a couple days.  This phone will drain in 8 hours to 36 hours - with MINIMAL USAGE.  I don't know why it drains so quickly or with what seems to be random speeds, but it is extremely frustrating.  Also, I am not thrilled with the intuitiveness (or lack thereof) of the menus, but I am sure I would have become familiar with them in time.  I won't have a chance on this phone since I am looking to return mine ASAP.CONS:POOR Battery LifeWorse reception than previously owned phonesNot comfortable to holdPROS:Looks goodCompact",Neutral
"I've been using this phone for about three weeks on the T-Mobile system within CT and while travelling. It has been an easy to operate phone. There are a few minor flaws that I've found which you may want to consider prior to making a purchase decision.PROS-Solid reception - seems to hold calls pretty well - have not experienced unexpected call drops.-As near as I can tell people are hearing my calls clearly-Easy to text message with predictive entry - very clear interface and helpful completion of words-While on T-Mobile you can be browsing the web and also receive an incoming voice call (though you cannot continue to browse - the key is that it doesn't send people to your Voicemail). I believe this is a function of the GSM technology that T-Mobile and Cingular operate under.CONS-Earpiece volume is low - you'll have difficulty using this in noisy environments.-Not EDGE (high speed Internet) capable-If there is a way to have multiple contact info (home, business, cell, email) for one address book entry - I haven't found it. Instead I have awkwardly had to setup multiple address entries (how 1980's).-The phone offers a Bluetooth connection - and there should be a standard keypress to turn the BT on and off. Instead you have to create a shortcut or re-map one of the ""smart"" keys to do the task.-It should be easier to change ring styles - most phones allow you to change the style to vibrate right from the volume buttons or a key press - the V330 supports this (kinda) but you have to use the up/down volume and then a smart key to select. The extra steps are tedious when you are trying to go into a store or movie theater and want to mute the phone.SUMMARYI'd purchase this phone again for T-Mobile. I considered other phones before making this purchase and the overall features (including the ability to use Bluetooth)are what attracted me to the V330.The requirement to list multiple names in the phone book is really odd and it might be that I just haven't found the ""secret"". The phone doesn't come with any type of detailed user manual so you have to go online and look at a PDF to get the information. So far I have not uncovered any secret. If I had a large phone book that I wanted to use, then I'd probably have passed on this phone (and any other Motorola using a similar scheme).If you are frequently in noisy environments, this probably is not the phone for you either. The earpiece is just too low. I'm constantly trying to raise the volume when talking to someone out in a crowded place that has noise.For a good middle-of-the road phone with solid reception, I don't think you can go too wrong with the V330.",Neutral
"Yeah it's a sim card and well my phone doesn't have 3G so I don't really care that it works with 3G because it doesn't matter.I don't know why they want reviews on sim cards. I find SIM cards outdated though, They are massive compared to Micro SD cards and yet they hold next to no information when compared.The only reason SIM cards are good is because they go in GSM phones and if you unlock your phone you can cart it off to another service provider without issue. Especially quad band phones.",Neutral
"The Voyager 510 is my first experience with a Bluetooth headset. Been using it the last couple of months; ever since California instituted its ""Hands-Free"" law on July 1, 2008.Has been working pretty well overall. Fits reasonably well to my ears. Can be fitted on either ear with the swivel action.A minor complaint would be that the sound quality could be a little better. But not bad though.Hard to go wrong with this choice.",Neutral
"I have tested many bluetooth headsets. This one sets the bar pretty high.  The battery life is wonderful usually outlasting a phone charge by a factor of two. It is generally compatible with just about all the regular phones.  If you have a Palm OS phone, pick a different headset as this MAY work, but has some issues that I find are difficult to live with.The good: This is a very durable headset (mine went through the washer and dryer and still works after it dried out for a few days).  The multiple options for ear pieces, flexibility of the design (switching ears without carrying extra accessories), compatibility with lots of phones, antenna design solving cross body communications for some phones, charging options with USB and power (you can wear it while charging comfortably), and battery life all are great. It connects to 2 devices at a time though you can obviously only answer one of them at a time.The Bad: (all minor) The wind smart does not work that great.  I have yet to find a bluetooth headset that can handle direct wind noise and this is no exception. It does better than most but remote parties still complain. Every headset I have tested fails here. This is difficult to distinguish between mute on the headset and power off. I tuned it off a few times on accident when trying to mute.  Oops. The mute also does not alert you frequently enough that it is on, but you can still mute from the phone separately without issues.  Pairing is simple, but not just a one button option.I would suggest this headset to users looking for a good headset for most devices. Consider other options with Palm OS phones.",Neutral
I am not only please with the product but also the cost I got it at.,Neutral
"This is my 3rd bluetooth headset and my 2nd Plantronics.Plusses: works really well with my phone, even up to 20' away. I've dropped it lots of times and it's holding up nicely. Easily adjusts to either ear. Turns on & off easily.Negatives: People complain they can't hear me on a regular basis (even when there isn't noise around me). Is awful with wind noise. Is much clunkier than my last Plantronics (330). My phone knows it's there but is often very slow to transfer over to the headset.Overall, I am disappointed with the headset - other than the range between it & the phone, it's is not as good as the Plantronics 330.",Neutral
"As many people complained, I found this headset's microphone was very weak. The other person can not hear me at all.  So I contacted Plaintronics for repair.  Their repair process has no tracking, just sending in your headset to an address.  Two weeks later, I received a used one back, not the one I sent in, packaged in an OEM box. Although this one has better microphone than the new one I sent in, it battery is not very reliable to hold charge, also the battery portion is kind of loose.I can not recommend Plantronics product at all.",Neutral
"This is my second voyager 510.  The first one I had was great, but the charge wasn't lasting anymore, so I ordered this as a replacement....very disappointed with the clarity of the unit.  Lots of static in the background on my end.  People on other end don't seem to hear it, so I just deal with it.",Neutral
"The technology couldn't be better. Bluetooth conecteivity is simple to establish. The overall physical design is excellent. Though it looks heavy, the unit is a featherweight and fits nicely around the ear. Long-term wearing is comfortable. Audio fidelity is excellent.Where the unit fails badly, though, is the controls. They do not provide enough tactile input. You cannot be certain of where the volume control is or which end of the rocker switch increases or decreases the volume. Since the volume defaults to moderately low setting, this means you are likely to miss the first words of whatever your caller is saying which in turn means a lot of asking ""what did you say?"".The Call Control button handles at least four different functions. On a phone equipped to handle all four functions, it is easy to mistakenly select a function. For example, on my phone, if I hold the Call Control button a fraction too long, the call is not answered, but the prompt to enter a Voice Speed Dial entry is actuated. No fun when you are trying to answer a call.Plantronics provides three earpiece inserts and it's unlikely that one of them won't provide a comfortable, snug fit.Overall, excellent technology marred by poor ergonomics.Jerry",Neutral
This is my second headset replacing the Motorola one that came with my cell phone.  People I call tell me that the sound is very clear on their end and cannot tell that I am using the headset - sounds just like I am talking into the phone.  That was not the case with the first one. I travel a lot and wear the headset for long periods.  My ear does not get tired or sore from having it on.  The headset seems well balanced and never seems like it is going to fall off regardless of what I am doing.  I also like that it folds flat for easy carrying in my shirt pocket.,Neutral
"I bought this to pair with a Sony Ericsson Walkman phone, and have been disappointed.1) Sound and voice quality are fine, but this thing is way too sensitive to wind.  I can't use it outside if there is any wind current, and even the air currents from my car's AC or heat are too much for it.2) Most disappointingly, the microphone boom cracked in half after about 60 days.  I am working with Plantronics' warranty department, but they need a ""date code,"" which is unreadable without a magnifying glass.  I will update once I have some resolution.3) This device only works for the Ericsson's phone functions, not music, because the Walkman music functions use the ""A2DP"" Bluetooth protocol, and the 510 is not A2DP compatible.  (Yes, listening to music with just one earpiece could be lame, but I would love to have podcasts on my phone).  For A2DP, you need something like the Jabra 8010 or 8040.4) Contrary to some reviewers, I didn't have any problem using this with glasses.  It's a little heavy, but basically fine.",Neutral
"Having had the Motorolla HT850, I liked its light weight and ease to turn on but it was never loud enough for driving.  The Plantronics 510 is very loud and fits well. My only negative is the small power on switch.  All in all, I vote for the Plantronics",Neutral
I ordered this product so I could talk handsfree in the car with the air conditioner running.  It worked as well as I had hoped.,Neutral
"I can easily sing the praises of the Voyager 510, especially at the price point. It does ALMOST everything well. The only nit I can pick is this: in spite of Plantronics' claim otherwise, it is TERRIBLE in wind. An easy fix would be just a little foam around the microphone. Overall, it's a really, really good device.",Neutral
"I wasn't sure if I wanted to purchase another bluetooth headset because the last one I purchased, a Motorola HS815, was terrible.  People were saying that they couldn't hear me or that there was too much static.  I figured it would be the same thing next time.  Boy was I wrong.  This headset is terrific.  I will give you some pros and cons:Pros:ClarityEase of UseBattery LifeVery Comfortable to wearDoes Not Fall OffThe only con is, I sometimes have difficulty intially putting it on becasue I wear glasses.  I occassionally have to use two hands to put it on my ear correctly.I would definitely recommend this item.",Neutral
"Works fine. But I'm still not happy. This is my third/fourth Plantronics headset.This one  bought for dual pairing with my LT and my cell phone.(iPhone).It works fine with both.I am subtracting marks for the followinga) Changing charger designs. Third headset, none of the chargers are interchangeable, so I always get the AC charger, but have to buy the car chargerb) For iPhone, this works only for the phone. Music will not work. Now I am looking instead at the Plantronics 855 Stereo Headset - do handle both = phone/music and still do dual pairing with LT",Neutral
"I've had this for 2 years now and am pleased with quality, durability, and reliability. It is surprisingly comfortable considering the girth of the piece that goes over and behind the ear. My past headsets with earloops were horribly painful after a very short time, this one I can wear for hours, barely noticing it. It came with 3 different earpieces - one small, one large, and one teardrop shaped - so fit was not a problem. Sound quality is good enough that people frequently comment on how clear I sound and I am nearly always using it in the car. Wind cancellation really is insufficient, but this has not been a major issue for me...I just use it with the windows up or mostly up. I frequently leave this thing on overnight and still use it for a couple of days afterwards with no loss of power. Talk time is at least the 6 hours claimed and stand-by time can be measured in days.  Some people are troubled by the proprietary power cord, but it's a small matter as I have a household-type plug in my car and charge it while driving if need be, though it cannot be charged and used simultaneously.  I came here to see if I wanted to upgrade to another Plantronics model and pass this headset on to my daughter, but I think I'm going to keep it and buy her the same model.UPDATE:Still a 5 star item and I am on my second one.  After 2.5 years the first one broke at the top of the earloop.  I taped it with sports tape and kept using it without any problems, but I figured it was only a matter of time before it didn't work anymore so I replaced it. Others have said that the new 510s are junk, but I've been using mine for about 5 months now and it's exactly as great as the original.  The broken one is still working, too.",Neutral
"I've went through 3 of these bluetooth headsets in 5 years. When I got my first one it was extremely cheaper than offered now. The only reason I had to get my second one was because my dog chewed it up, then I backed over my second one with my car in the driveway, so I bought the third. Thinking I was still getthing the exact same quality as before I wanted to stick with what I knew. I connected it to multiple bt compatible devices with ease... PS3, iPod Touch, iPhone, Blackberry, etc. All three times I purchased this product it ran no more than $30, but since they've redesigned it the quality has gone down & the price has increased to what you see now. I especially liked the fact that it had three different ear buds to accustom its users, but the part that went around the ear became annoying at times. Pending on what you're doing cut I'd be cleanin & sweating & it wouldn't hold firm. Same thing if I walked outside (Note that I'm in Tx,so it's very humid) the ear piece would come out. Btw, my third one is getting trashed because people can no longer hear me clearly and I only had this one for about 4 months. If you know better than this product stick with it because my 3 star rating is for the 4 years I had the previous version & not this new, redesigned, $126 version. You could absolutely do better elsewhere.Oh yea, after a while of frequent use, it began to split. I may try to show you guys a picture because with Platonics this design is known to do that. Lesson learned...",Neutral
It wouldn't work if the phone and the Bluetooth were more than ten feet apart.  The pairing was not as bad but many times it would disconnect one line or the other,Neutral
"The Plantronics Voyager 510 has been an absolute work horse for me for the past nearly 2 years.  When I say workhorse I mean it.  I put over 5 hours of talk time on this device 5 days a week for well over a year.  I used it in a weekly 4 hour commute, during the day in the office, at night to talk to my family from the hotel and a number of other usages.  I know this device and using it is as familiar as turning on my blinker in the car.The Good:1. Great noise filtering.  The microphone does a great job of filtering out ambient noise including wind.2. The battery is excellent and lasts for days on standby and for at least 6 hours talking.3. Multipoint Technology.  This technology rocks.  I have both my work (Blackberry) and personal cell phone synched with this device at the same time and can call or answer either without pairing hassles.4. Pairs with a device that it has been setup with by simply pressing the primary button.5. Volume buttons on earpiece.6. Comes with multiple earpieces for comfort.7. Stable in the ear.  It doesn't feel as if it will fall out.8. Durable.  I used this hard for a few years and it has only now started to fall apart.  Still works though.9. Shares common power supply with many other Plantronics devices for ease of power sharing.10. Larger then competitors but very light.The Not so Good:1. It is bigger then most other devices.2. The earpieces are prone to fall out and don't stay secured after about 6 months.As you can see I really don't have much bad to say about this device.  I am only now replacing it after 2 years of use and that is because the earpiece fell out and I can't find the pack that came with it.  It still works!  I replaced this unit with the Plantronics Discovery 925 and I might like that even better.  For the money though you cannot beat the Voyager 510 in my opinion.  5 stars!",Neutral
"This is my first Bluetooth headset.  I purchased it because it seemed to get the most positive reviews out of all that I looked at.  It has performed very well.  People say they can here me as well if not better than when I use the phone itself.  I would recommend it.The one problem I sometimes have, in using it with my Motorola e815, is that it will sometimes become unpaired, randomly.  I believe it's specific to this phone as reported by others.  It seems to happen about a minute after 1 out of 20 calls.  I found sometimes it will pair to the phone again by quickly pressing the side button twice (which then causes the phone to redial, so you then need to end the call).  The other way is to turn the phone off and back on again.  The latest thing I tried is turning off the phone's powersave feature.  I've heard from others that that feature could be causing the problem, but we will see.  I probably should get a new phone anyway since mine is 2 1/2 years old.  Then the unpairing problem will likely disappear.",Neutral
"Unfortunately, I purchased mine when it was $100 and have never been able to use it.  I didn't return it right away because I thought I would be able to read the directions that came with it and figure out how to unmute it, but have never been able to.  I can hear the other people, but they can't hear me.  No matter what I do, it won't unmute.  The buttons on it are very small and difficult to use when it's in your ear.  I finally got a different bluetooth that works just fine.",Neutral
"For me the sound quality is by far the most important factor when I compare headsets. Everything else is secondary. I drive a very noisy construction van so background noise is a serious problem. I have compared 8 different headsets and the Plantronics Voyager 510 is the only one that allows a clear conversation in this environment. I have used it daily for over 2 years and often for 6+ hours straight until the battery is dead. In a loud, dirty, construction environment, often lying on the ground, it's the only thing I've found that works. With the other models, either I, the caller, or both of us couldn't understand a word being said. For those of you that don't have background noise issues, I can add that even in quiet settings this unit has better sound quality than all the others that I tested. The way that I do my tests is to pair 2 headsets, put one in each ear and then switch between them while on the same call. This way I and the caller can compare the sound quality at almost the exact same time. The 2 cons I can mention are that the on/off button is too small and hard to push, and that when the battery is almost dead the buttons stop working (even though the sound continues fine) so you have to hang up using the phone instead of the headset. To be fair though, the ""almost dead battery"" symptoms happen in many of the other ones I've tested also. I don't care, sound is everything.",Neutral
